entrez	list
9066	CRC
221395	CRC
1029	CRC
3949	CRC
23509	CRC
1763	CRC
65265	CRC
4023	CRC
6781	CRC
6491	CRC
2239	CRC
11259	CRC
284119	CRC
8614	CRC
28227	CRC
55323	CRC
6728	CRC
1263	CRC
2200	CRC
655	CRC
6678	CRC
10725	CRC
84057	CRC
1294	CRC
81620	CRC
23129	CRC
23452	CRC
10371	CRC
1291	CRC
8346	CRC
8894	CRC
23597	CRC
4070	CRC
9055	CRC
3992	CRC
3207	CRC
27346	CRC
6558	CRC
220	CRC
221395	CRC
84515	CRC
5270	CRC
8346	CRC
92675	CRC
1131	CRC
8502	CRC
51750	CRC
3383	CRC
6558	CRC
800	CRC
50861	CRC
7450	CRC
339665	CRC
252969	CRC
2200	CRC
3488	CRC
1960	CRC
2887	CRC
139818	CRC
7453	CRC
22918	CRC
4162	CRC
51302	CRC
3672	CRC
7164	CRC
1969	CRC
3625	CRC
57405	CRC
3488	CRC
81611	CRC
4232	CRC
2305	CRC
57446	CRC
56122	CRC
995	CRC
1462	CRC
51754	CRC
7153	CRC
10785	CRC
54478	CRC
57085	CRC
1734	CRC
138065	CRC
7447	CRC
2069	CRC
641700	CRC
8346	CRC
92312	CRC
8346	CRC
214	CRC
63910	CRC
374	CRC
10763	CRC
83552	CRC
10160	CRC
57007	CRC
83732	CRC
2335	CRC
100190940	CRC
51083	CRC
54830	CRC
84951	CRC
306	CRC
554282	CRC
554282	CRC
9075	CRC
493869	CRC
55612	CRC
57685	CRC
9918	CRC
26278	CRC
8038	CRC
4628	CRC
22795	CRC
3488	CRC
9918	CRC
8934	CRC
1734	CRC
701	CRC
81620	CRC
78991	CRC
9493	CRC
51715	CRC
64123	CRC
132320	CRC
3002	CRC
80183	CRC
29763	CRC
8346	CRC
6373	CRC
51566	CRC
6319	CRC
6523	CRC
387763	CRC
2048	CRC
9388	CRC
90161	CRC
84617	CRC
6364	CRC
6781	CRC
8346	CRC
4037	CRC
10721	CRC
157	CRC
10024	CRC
54478	CRC
65987	CRC
800	CRC
586	CRC
2237	CRC
6322	CRC
1291	CRC
2119	CRC
629	CRC
11015	CRC
25827	CRC
27341	CRC
25878	CRC
3207	CRC
347902	CRC
8346	CRC
715	CRC
323	CRC
6168	CRC
165055	CRC
3638	CRC
84624	CRC
1301	CRC
55723	CRC
991	CRC
10212	CRC
4173	CRC
6133	CRC
5655	CRC
200558	CRC
1284	CRC
9532	CRC
10365	CRC
1307	CRC
195828	CRC
64699	CRC
284119	CRC
2353	CRC
10060	CRC
1281	CRC
51566	CRC
5268	CRC
55355	CRC
83461	CRC
5396	CRC
23305	CRC
1281	CRC
7474	CRC
7473	CRC
29887	CRC
5228	CRC
29968	CRC
79668	CRC
4085	CRC
3730	CRC
4751	CRC
57082	CRC
347902	CRC
439921	CRC
8490	CRC
9829	CRC
308	CRC
29995	CRC
7474	CRC
79949	CRC
8013	CRC
25825	CRC
1281	CRC
6916	CRC
7052	CRC
4487	CRC
58473	CRC
51302	CRC
8618	CRC
127602	CRC
25960	CRC
4929	CRC
7130	CRC
11217	CRC
4053	CRC
9902	CRC
171023	CRC
57493	CRC
50863	CRC
2237	CRC
6523	CRC
308	CRC
7422	CRC
8706	CRC
11328	CRC
4071	CRC
83540	CRC
7976	CRC
7976	CRC
56126	CRC
183	CRC
3070	CRC
2264	CRC
2069	CRC
4016	CRC
84617	CRC
124976	CRC
80328	CRC
3783	CRC
155400	CRC
90865	CRC
5493	CRC
83483	CRC
776	CRC
50507	CRC
147495	CRC
4810	CRC
7097	CRC
8038	CRC
7025	CRC
6279	CRC
4023	CRC
6696	CRC
402415	CRC
165	CRC
30008	CRC
64151	CRC
6491	CRC
1291	CRC
10123	CRC
374378	CRC
6678	CRC
2264	CRC
389058	CRC
388125	CRC
23452	CRC
120071	CRC
3783	CRC
2296	CRC
8061	CRC
1111	CRC
9122	CRC
6288	CRC
80336	CRC
64127	CRC
92745	CRC
28232	CRC
1513	CRC
389658	CRC
7846	CRC
8618	CRC
3764	CRC
7846	CRC
64220	CRC
4734	CRC
983	CRC
7784	CRC
81620	CRC
10395	CRC
57664	CRC
5996	CRC
2769	CRC
3553	CRC
8313	CRC
347902	CRC
9493	CRC
2316	CRC
3671	CRC
27123	CRC
7097	CRC
23215	CRC
11254	CRC
340146	CRC
55502	CRC
7852	CRC
25960	CRC
7424	CRC
22941	CRC
3726	CRC
29785	CRC
4052	CRC
50861	CRC
84168	CRC
6916	CRC
2264	CRC
8346	CRC
8346	CRC
53842	CRC
10913	CRC
26164	CRC
1058	CRC
4929	CRC
10998	CRC
3730	CRC
347902	CRC
1056	CRC
81930	CRC
9536	CRC
4313	CRC
26579	CRC
666	CRC
1759	CRC
78990	CRC
154796	CRC
2537	CRC
8431	CRC
1300	CRC
6273	CRC
56265	CRC
2316	CRC
6091	CRC
8346	CRC
11096	CRC
1058	CRC
7169	CRC
8828	CRC
8614	CRC
55857	CRC
1058	CRC
25903	CRC
283078	CRC
84627	CRC
3866	CRC
11031	CRC
80114	CRC
151827	CRC
1809	CRC
26470	CRC
1292	CRC
768	CRC
387758	CRC
8847	CRC
112464	CRC
100	CRC
84662	CRC
633	CRC
6513	CRC
51750	CRC
81671	CRC
4318	CRC
64359	CRC
90865	CRC
633	CRC
10656	CRC
57722	CRC
23650	CRC
7447	CRC
3481	CRC
3783	CRC
23037	CRC
3757	CRC
151827	CRC
---	CRC
2357	CRC
8847	CRC
1028	CRC
23704	CRC
113146	CRC
131566	CRC
1028	CRC
23037	CRC
9586	CRC
378938	CRC
51750	CRC
84904	CRC
8346	CRC
10561	CRC
800	CRC
50863	CRC
800	CRC
4071	CRC
8651	CRC
9805	CRC
3855	CRC
1831	CRC
7447	CRC
8490	CRC
6374	CRC
131566	CRC
8618	CRC
8346	CRC
8936	CRC
23508	CRC
30008	CRC
800	CRC
4085	CRC
6092	CRC
7272	CRC
255738	CRC
5743	CRC
135112	CRC
29789	CRC
214	CRC
6401	CRC
58473	CRC
214	CRC
6383	CRC
85407	CRC
8346	CRC
80320	CRC
3352	CRC
1690	CRC
4256	CRC
1009	CRC
80183	CRC
253982	CRC
7169	CRC
55789	CRC
406952	CRC
1183	CRC
11145	CRC
3481	CRC
8061	CRC
8346	CRC
5142	CRC
3680	CRC
55353	CRC
3569	CRC
8346	CRC
5754	CRC
4313	CRC
2922	CRC
10635	CRC
6772	CRC
55757	CRC
1056	CRC
10979	CRC
55084	CRC
4940	CRC
5800	CRC
55353	CRC
8346	CRC
10129	CRC
2982	CRC
157313	CRC
28232	CRC
800	CRC
3854	CRC
8572	CRC
800	CRC
5653	CRC
800	CRC
720	CRC
715	CRC
4319	CRC
121506	CRC
6624	CRC
768	CRC
633	CRC
6374	CRC
6819	CRC
8346	CRC
8549	CRC
50863	CRC
5332	CRC
1300	CRC
51302	CRC
467	CRC
90865	CRC
4311	CRC
146754	CRC
4015	CRC
2697	CRC
11031	CRC
2982	CRC
6926	CRC
3728	CRC
3486	CRC
10186	CRC
5118	CRC
7058	CRC
8660	CRC
23612	CRC
10656	CRC
2335	CRC
100127888	CRC
5754	CRC
4935	CRC
84842	CRC
1469	CRC
4131	CRC
1009	CRC
710	CRC
6383	CRC
4973	CRC
53820	CRC
715	CRC
149175	CRC
51365	CRC
11254	CRC
1028	CRC
720	CRC
9122	CRC
2882	CRC
467	CRC
27122	CRC
3627	CRC
2200	CRC
2047	CRC
5800	CRC
29015	CRC
50506	CRC
10561	CRC
655	CRC
1462	CRC
7292	CRC
8908	CRC
633	CRC
81617	CRC
6383	CRC
890	CRC
6424	CRC
26585	CRC
2982	CRC
388610	CRC
84264	CRC
9480	CRC
5783	CRC
6594	CRC
6092	CRC
123920	CRC
3552	CRC
3037	CRC
9358	CRC
389136	CRC
6424	CRC
214	CRC
127294	CRC
2358	CRC
2982	CRC
6275	CRC
6649	CRC
5937	CRC
6999	CRC
2180	CRC
26585	CRC
2982	CRC
5937	CRC
56907	CRC
800	CRC
55076	CRC
405753	CRC
2982	CRC
768	CRC
8324	CRC
154796	CRC
83992	CRC
92840	CRC
27319	CRC
6857	CRC
1469	CRC
2214	CRC
2786	CRC
2982	CRC
50507	CRC
2209	CRC
2619	CRC
4313	CRC
26585	CRC
6695	CRC
28234	CRC
718	CRC
113146	CRC
1944	CRC
1299	CRC
5196	CRC
1301	CRC
2069	CRC
50486	CRC
2354	CRC
6275	CRC
3557	CRC
5332	CRC
6374	CRC
344	CRC
260293	CRC
6275	CRC
1244	CRC
8346	CRC
9532	CRC
3757	CRC
51268	CRC
8942	CRC
4283	CRC
128553	CRC
4311	CRC
2786	CRC
6288	CRC
26164	CRC
467	CRC
5332	CRC
8463	CRC
26232	CRC
54959	CRC
4321	CRC
84168	CRC
710	CRC
1809	CRC
389376	CRC
7852	CRC
5332	CRC
6857	CRC
11031	CRC
6092	CRC
5360	CRC
5743	CRC
203328	CRC
8346	CRC
80307	CRC
2619	CRC
7852	CRC
9358	CRC
5800	CRC
344	CRC
90161	CRC
57216	CRC
54829	CRC
6383	CRC
27199	CRC
6876	CRC
5332	CRC
54905	CRC
55277	CRC
2786	CRC
113146	CRC
54739	CRC
10538	CRC
92196	CRC
27345	CRC
93099	CRC
11031	CRC
5522	CRC
6423	CRC
684	CRC
59352	CRC
6423	CRC
163183	CRC
6288	CRC
894	CRC
4920	CRC
64078	CRC
4939	CRC
25797	CRC
1311	CRC
25797	CRC
91624	CRC
10158	CRC
6947	CRC
57717	CRC
93099	CRC
3481	CRC
54829	CRC
344	CRC
7481	CRC
1160	CRC
6351	CRC
2918	CRC
11202	CRC
4015	CRC
6351	CRC
9627	CRC
81617	CRC
10874	CRC
684	CRC
6372	CRC
8876	CRC
9560	CRC
23475	CRC
10643	CRC
6863	CRC
56142	CRC
9627	CRC
23475	CRC
6876	CRC
7481	CRC
65055	CRC
1825	CRC
11202	CRC
9369	CRC
652995	CRC
65055	CRC
114801	CRC
51299	CRC
147111	CRC
5947	CRC
92235	CRC
221687	CRC
2297	CRC
684	CRC
4481	CRC
341640	CRC
3426	CRC
27035	CRC
6348	CRC
10874	CRC
4481	CRC
3620	CRC
157869	CRC
4481	CRC
3218	CRC
5121	CRC
6876	CRC
1825	CRC
4885	CRC
5473	CRC
6876	CRC
8346	CRC
157869	CRC
419	CRC
7546	CRC
151887	CRC
147111	CRC
3481	CRC
10631	CRC
10631	CRC
6351	CRC
10481	CRC
5950	CRC
64094	CRC
6362	CRC
5266	CRC
3502	CRC
5968	CRC
3500	CRC
3500	CRC
3500	CRC
3500	CRC
3500	CRC
8346	CRC
